CustomerKey,last_order_date,recency_days,frequency,monetary,R_score,F_score,M_score,FM_score,rfm_score_label,segment
1021656,2020-01-25,393,2,2215.5,4,3,3,3,433,Loyal Customers
1021674,2020-02-21,366,2,3491.3599999999997,4,3,3,3,433,Loyal Customers
1021727,2019-02-22,730,2,2657.38,2,3,3,3,233,At Risk
1022058,2020-01-30,388,2,7136.5,4,3,4,4,434,Loyal Customers
1022320,2020-01-17,401,5,1913.01,4,5,2,4,452,Loyal Customers
1022328,2019-12-27,422,5,13256.630000000001,4,5,5,5,455,Champions
1022337,2019-12-30,419,2,3058.87,4,3,3,3,433,Loyal Customers
1022388,2019-11-11,468,4,17901.6,3,5,5,5,355,Loyal Customers
1022606,2018-11-03,841,1,12905.32,2,2,5,4,225,At Risk
1022792,2018-07-12,955,1,5965.47,1,2,4,3,124,At Risk
1022794,2019-05-18,645,3,6359.88,2,4,4,4,244,At Risk
1022895,2016-01-19,1860,1,231.52,1,2,1,2,121,Lost
1022980,2020-07-20,216,4,4629.49,5,5,4,4,554,Loyal Customers
1023110,2019-06-15,617,1,52.77,2,2,1,2,221,About To Sleep
1023381,2021-01-01,51,3,7667.05,5,4,5,4,545,Loyal Customers
1023777,2018-06-23,974,1,4128.0,1,2,4,3,124,At Risk
1023840,2020-06-06,260,2,2301.4300000000003,5,3,3,3,533,Potential Loyalists
1024431,2019-10-05,505,1,1519.63,3,2,2,2,322,Need Attention
1024830,2020-09-02,172,4,8007.8,5,5,5,5,555,Champions
1024923,2020-01-22,396,3,5321.98,4,4,4,4,444,Loyal Customers
1025012,2018-12-11,803,2,1508.0,2,3,2,2,232,About To Sleep
1025021,2017-12-16,1163,2,4143.73,1,3,4,4,134,Can't Lose Them
1025107,2020-07-20,216,3,2024.54,5,4,2,3,542,Potential Loyalists
1025108,2020-02-27,360,2,2927.25,4,3,3,3,433,Loyal Customers
1025223,2020-12-15,68,3,9970.77,5,4,5,4,545,Loyal Customers
1025279,2019-11-29,450,2,4346.46,3,3,4,4,334,Loyal Customers
1025562,2020-01-27,391,3,2233.89,4,4,3,4,443,Loyal Customers
1025892,2019-02-23,729,1,1123.98,2,2,2,2,222,About To Sleep
1025909,2019-11-04,475,3,7227.99,3,4,4,4,344,Loyal Customers
1026021,2020-02-11,376,3,1176.42,4,4,2,3,442,Loyal Customers
1026824,2018-12-08,806,1,1599.92,2,2,2,2,222,About To Sleep
1026914,2021-01-08,44,3,1495.72,5,4,2,3,542,Potential Loyalists
1027402,2020-06-01,265,2,1362.06,5,3,2,2,532,Potential Loyalists
1027529,2019-08-09,562,1,1869.6599999999999,3,2,2,2,322,Need Attention
1027565,2019-09-14,526,1,3769.0,3,2,3,2,323,Need Attention
1027720,2018-12-29,785,2,2934.5,2,3,3,3,233,At Risk
1027802,2020-01-17,401,3,7444.93,4,4,4,4,444,Loyal Customers
1027901,2016-07-02,1695,1,1458.99,1,2,2,2,122,Lost
1028420,2020-09-18,156,4,13316.4,5,5,5,5,555,Champions
1028704,2019-07-09,593,3,6581.97,3,4,4,4,344,Loyal Customers
1029138,2020-10-30,114,1,5358.0,5,2,4,3,524,Potential Loyalists
1029182,2017-11-18,1191,1,9739.93,1,2,5,4,125,Can't Lose Them
1029492,2018-09-29,876,2,6501.97,2,3,4,4,234,At Risk
1029513,2017-08-11,1290,1,109.0,1,2,1,2,121,Lost
1029578,2018-07-07,960,1,2264.07,1,2,3,2,123,Lost
1029757,2019-11-15,464,2,793.79,3,3,1,2,331,Need Attention
1029828,2019-03-04,720,1,2998.0,2,2,3,2,223,About To Sleep
1029868,2020-05-08,289,2,10016.92,5,3,5,4,535,Loyal Customers
1030143,2019-08-15,556,2,5523.89,3,3,4,4,334,Loyal Customers
1031047,2020-01-29,389,2,7874.61,4,3,5,4,435,Loyal Customers
1031068,2019-10-03,507,6,11562.68,3,5,5,5,355,Loyal Customers
1031203,2020-05-25,272,2,3519.9700000000003,5,3,3,3,533,Potential Loyalists
1031361,2019-09-12,528,4,8486.19,3,5,5,5,355,Loyal Customers
1031377,2019-08-31,540,2,1229.96,3,3,2,2,332,Need Attention
1031529,2016-08-06,1660,1,338.0,1,2,1,2,121,Lost
1031544,2019-11-23,456,3,4610.78,3,4,4,4,344,Loyal Customers
1031814,2018-06-02,995,2,1321.96,1,3,2,2,132,Lost
1032154,2019-09-21,519,2,2783.88,3,3,3,3,333,Need Attention
1032522,2019-01-02,781,2,638.59,2,3,1,2,231,About To Sleep
1032990,2019-02-22,730,2,956.56,2,3,2,2,232,About To Sleep
1033227,2018-10-29,846,2,2138.0,2,3,2,2,232,About To Sleep
1033579,2019-07-23,579,2,4323.82,3,3,4,4,334,Loyal Customers
1034273,2019-12-27,422,2,16071.0,4,3,5,4,435,Loyal Customers
1034311,2019-02-13,739,3,3760.96,2,4,3,4,243,At Risk
1034766,2019-09-27,513,2,3016.64,3,3,3,3,333,Need Attention
1035342,2019-05-02,661,2,5407.91,2,3,4,4,234,At Risk
1035789,2019-10-12,498,6,5638.49,3,5,4,4,354,Loyal Customers
1036010,2018-01-23,1125,1,325.8,1,2,1,2,121,Lost
1036041,2020-01-04,414,1,9450.9,4,2,5,4,425,Loyal Customers
1036042,2020-02-12,375,1,707.1,4,2,1,2,421,Potential Loyalists
1036282,2018-12-26,788,1,697.23,2,2,1,2,221,About To Sleep
1036471,2019-06-29,603,1,29.97,3,2,1,2,321,Need Attention
1036675,2018-06-27,970,3,2857.9700000000003,1,4,3,4,143,Can't Lose Them
1036716,2020-01-04,414,1,1740.99,4,2,2,2,422,Potential Loyalists
1036840,2019-07-11,591,1,1147.46,3,2,2,2,322,Need Attention
1036884,2018-07-18,949,1,4065.94,1,2,3,2,123,Lost
1036986,2019-12-30,419,2,7997.6900000000005,4,3,5,4,435,Loyal Customers
1037200,2020-09-23,151,1,997.0,5,2,2,2,522,Potential Loyalists
1037234,2019-08-17,554,1,4751.71,3,2,4,3,324,Need Attention
1037348,2019-12-20,429,3,3532.29,4,4,3,4,443,Loyal Customers
1037400,2020-02-20,367,4,3484.25,4,5,3,4,453,Loyal Customers
1037661,2018-07-07,960,2,335.61,1,3,1,2,131,Lost
1037873,2018-11-08,836,1,1107.0,2,2,2,2,222,About To Sleep
1038082,2020-05-02,295,3,1056.5,5,4,2,3,542,Potential Loyalists
1038132,2017-12-21,1158,1,1548.97,1,2,2,2,122,Lost
1038441,2019-08-22,549,2,1957.22,3,3,2,2,332,Need Attention
1039042,2017-11-28,1181,1,5908.88,1,2,4,3,124,At Risk
1039050,2020-02-24,363,8,13042.74,4,5,5,5,455,Champions
1039125,2019-06-22,610,1,950.0,2,2,2,2,222,About To Sleep
1039440,2021-01-14,38,2,1643.97,5,3,2,2,532,Potential Loyalists
1039709,2020-05-06,291,1,1125.93,5,2,2,2,522,Potential Loyalists
1039919,2020-01-30,388,3,233.52,4,4,1,2,441,Potential Loyalists
1040205,2020-02-29,358,5,3626.07,4,5,3,4,453,Loyal Customers
1040233,2018-12-08,806,1,833.94,2,2,1,2,221,About To Sleep
1040264,2018-11-10,834,1,270.72,2,2,1,2,221,About To Sleep
1040649,2016-12-10,1534,1,3495.5,1,2,3,2,123,Lost
1040797,2020-02-17,370,4,1312.24,4,5,2,4,452,Loyal Customers
1040916,2021-01-06,46,2,7848.91,5,3,5,4,535,Loyal Customers
1041005,2020-07-10,226,1,1509.79,5,2,2,2,522,Potential Loyalists
1041067,2019-07-06,596,4,11010.960000000001,3,5,5,5,355,Loyal Customers
1041126,2019-11-13,466,2,1719.97,3,3,2,2,332,Need Attention
1041399,2016-12-22,1522,1,469.97,1,2,1,2,121,Lost
1041465,2019-10-23,487,4,4505.97,3,5,4,4,354,Loyal Customers
1041466,2016-01-06,1873,1,3958.4700000000003,1,2,3,2,123,Lost
1041541,2017-02-23,1459,1,589.96,1,2,1,2,121,Lost
1041566,2019-12-02,447,2,3358.9700000000003,3,3,3,3,333,Need Attention
1041698,2020-12-31,52,4,17236.15,5,5,5,5,555,Champions
1041700,2019-11-09,470,2,3608.2799999999997,3,3,3,3,333,Need Attention
1041703,2020-01-01,417,3,1771.99,4,4,2,3,442,Loyal Customers
1041871,2020-05-06,291,4,898.27,5,5,2,4,552,Loyal Customers
1042263,2019-10-05,505,2,3985.92,3,3,3,3,333,Need Attention
1042267,2020-12-30,53,6,5150.79,5,5,4,4,554,Loyal Customers
1042301,2020-03-06,352,4,4736.68,4,5,4,4,454,Loyal Customers
1042711,2016-12-27,1517,1,495.0,1,2,1,2,121,Lost
1042883,2016-06-20,1707,2,6293.62,1,3,4,4,134,Can't Lose Them
1042966,2016-01-07,1872,1,79.98,1,2,1,2,121,Lost
1043236,2019-11-23,456,1,699.0,3,2,1,2,321,Need Attention
1043602,2018-06-13,984,1,10382.9,1,2,5,4,125,Can't Lose Them
1043805,2017-09-13,1257,1,2634.08,1,2,3,2,123,Lost
1043840,2019-07-24,578,1,6913.3,3,2,4,3,324,Need Attention
1043858,2018-09-29,876,1,2539.54,2,2,3,2,223,About To Sleep
1044258,2017-08-30,1271,1,5.39,1,2,1,2,121,Lost
1044742,2020-02-01,386,3,1847.8400000000001,4,4,2,3,442,Loyal Customers
1044749,2020-09-18,156,1,3054.04,5,2,3,2,523,Potential Loyalists
1044798,2017-10-11,1229,2,3780.96,1,3,3,3,133,At Risk
1044827,2020-05-20,277,3,1633.69,5,4,2,3,542,Potential Loyalists
1044833,2016-07-12,1685,1,5494.93,1,2,4,3,124,At Risk
1044988,2017-06-23,1339,1,1016.96,1,2,2,2,122,Lost
1045314,2020-05-06,291,1,573.98,5,2,1,2,521,Potential Loyalists
1045339,2018-10-31,844,1,11835.65,2,2,5,4,225,At Risk
1045636,2016-06-13,1714,1,5442.95,1,2,4,3,124,At Risk
1045729,2018-06-20,977,3,804.0,1,4,1,2,141,Lost
1046044,2019-08-23,548,3,12501.69,3,4,5,4,345,Loyal Customers
1046652,2019-09-10,530,2,2481.5,3,3,3,3,333,Need Attention
1046802,2019-02-01,751,1,3249.6000000000004,2,2,3,2,223,About To Sleep
1047050,2019-02-02,750,2,6707.07,2,3,4,4,234,At Risk
1047191,2019-01-30,753,1,2669.7799999999997,2,2,3,2,223,About To Sleep
1047746,2019-03-06,718,3,1563.48,2,4,2,3,242,At Risk
1047846,2020-01-17,401,2,2218.84,4,3,3,3,433,Loyal Customers
1047910,2019-08-31,540,2,489.0,3,3,1,2,331,Need Attention
1048581,2021-01-07,45,2,659.8,5,3,1,2,531,Potential Loyalists
1048733,2018-10-10,865,1,4078.09,2,2,4,3,224,At Risk
1049326,2019-12-28,421,2,2543.83,4,3,3,3,433,Loyal Customers
1049490,2020-01-04,414,4,6618.71,4,5,4,4,454,Loyal Customers
1049578,2020-06-24,242,3,2385.73,5,4,3,4,543,Loyal Customers
1049670,2020-06-03,263,2,2204.0,5,3,3,3,533,Potential Loyalists
1049709,2020-02-22,365,4,2715.06,4,5,3,4,453,Loyal Customers
1049772,2020-08-22,183,2,4059.86,5,3,3,3,533,Potential Loyalists
1049861,2020-01-04,414,8,34141.79,4,5,5,5,455,Champions
1049894,2019-11-23,456,2,8184.95,3,3,5,4,335,Loyal Customers
1049904,2020-09-14,160,3,3122.69,5,4,3,4,543,Loyal Customers
1050006,2018-12-29,785,2,12502.47,2,3,5,4,235,At Risk
1050429,2020-01-05,413,2,6027.72,4,3,4,4,434,Loyal Customers
1050975,2019-11-13,466,4,6185.58,3,5,4,4,354,Loyal Customers
1051244,2019-11-30,449,3,1205.6799999999998,3,4,2,3,342,Need Attention
1051282,2019-06-26,606,1,7706.42,3,2,5,4,325,Loyal Customers
1051710,2020-02-05,382,3,5325.8099999999995,4,4,4,4,444,Loyal Customers
1051777,2020-09-23,151,2,307.86,5,3,1,2,531,Potential Loyalists
1052015,2018-12-12,802,1,1607.03,2,2,2,2,222,About To Sleep
1052170,2017-01-21,1492,1,897.0,1,2,2,2,122,Lost
1052486,2017-11-29,1180,2,6627.01,1,3,4,4,134,Can't Lose Them
1052614,2019-06-29,603,1,257.5,3,2,1,2,321,Need Attention
1052960,2019-03-09,715,2,478.95,2,3,1,2,231,About To Sleep
1052970,2020-03-07,351,2,6605.0599999999995,4,3,4,4,434,Loyal Customers
1053100,2020-06-27,239,3,1753.8500000000001,5,4,2,3,542,Potential Loyalists
1053209,2019-06-19,613,5,9717.17,2,5,5,5,255,Can't Lose Them
1053333,2018-07-18,949,1,457.99,1,2,1,2,121,Lost
1053393,2020-05-02,295,2,4226.860000000001,5,3,4,4,534,Loyal Customers
1053634,2021-01-22,30,2,2800.0,5,3,3,3,533,Potential Loyalists
1053706,2020-02-13,374,3,22264.41,4,4,5,4,445,Loyal Customers
1053754,2019-06-21,611,3,4944.6900000000005,2,4,4,4,244,At Risk
1053987,2018-11-10,834,1,2926.56,2,2,3,2,223,About To Sleep
1054404,2020-02-26,361,2,11065.0,4,3,5,4,435,Loyal Customers
1054507,2020-02-27,360,1,19.98,4,2,1,2,421,Potential Loyalists
1054612,2020-06-17,249,2,1291.52,5,3,2,2,532,Potential Loyalists
1054649,2019-05-30,633,2,3406.52,2,3,3,3,233,At Risk
1054655,2019-02-21,731,2,7560.85,2,3,5,4,235,At Risk
1054835,2018-06-02,995,1,4974.86,1,2,4,3,124,At Risk
1054956,2020-01-04,414,1,884.74,4,2,2,2,422,Potential Loyalists
1055437,2016-06-28,1699,1,1499.95,1,2,2,2,122,Lost
1055671,2017-12-28,1151,3,2163.52,1,4,3,4,143,Can't Lose Them
1055766,2019-04-27,666,1,206.14999999999998,2,2,1,2,221,About To Sleep
1055801,2020-03-14,344,1,778.91,5,2,1,2,521,Potential Loyalists
1055880,2020-03-06,352,2,2385.91,4,3,3,3,433,Loyal Customers
1056003,2020-02-14,373,2,2355.1800000000003,4,3,3,3,433,Loyal Customers
1056183,2016-03-10,1809,1,1664.2,1,2,2,2,122,Lost
1056363,2019-02-19,733,2,1528.49,2,3,2,2,232,About To Sleep
1056452,2018-02-15,1102,1,3456.1099999999997,1,2,3,2,123,Lost
1056761,2019-02-23,729,2,4428.72,2,3,4,4,234,At Risk
1057055,2019-11-01,478,8,16434.56,3,5,5,5,355,Loyal Customers
1057151,2020-03-03,355,3,926.47,4,4,2,3,442,Loyal Customers
1057356,2020-06-27,239,4,6642.75,5,5,4,4,554,Loyal Customers
1057875,2019-07-01,601,4,4546.88,3,5,4,4,354,Loyal Customers
1058030,2019-11-27,452,3,14163.11,3,4,5,4,345,Loyal Customers
1058061,2019-02-07,745,1,63.3,2,2,1,2,221,About To Sleep
1058093,2019-03-01,723,1,284.5,2,2,1,2,221,About To Sleep
1058138,2020-12-14,69,3,6069.37,5,4,4,4,544,Loyal Customers
1058292,2017-02-27,1455,2,546.74,1,3,1,2,131,Lost
1058513,2021-01-06,46,2,1548.3400000000001,5,3,2,2,532,Potential Loyalists
1058678,2019-12-06,443,2,1439.6999999999998,3,3,2,2,332,Need Attention
1058772,2019-02-04,748,2,4810.54,2,3,4,4,234,At Risk
1058787,2019-12-13,436,2,3824.8199999999997,3,3,3,3,333,Need Attention
1058914,2018-09-20,885,1,835.8,1,2,1,2,121,Lost
1059222,2020-10-07,137,3,3615.39,5,4,3,4,543,Loyal Customers
1059468,2020-01-10,408,2,2161.7599999999998,4,3,3,3,433,Loyal Customers
1059705,2019-09-05,535,1,2600.99,3,2,3,2,323,Need Attention
1059733,2019-05-25,638,2,2099.1,2,3,2,2,232,About To Sleep
1059971,2020-07-02,234,1,6250.92,5,2,4,3,524,Potential Loyalists
1060009,2020-03-14,344,3,18352.2,5,4,5,4,545,Loyal Customers
1060173,2020-05-14,283,4,11461.06,5,5,5,5,555,Champions
1060308,2019-07-05,597,2,4654.889999999999,3,3,4,4,334,Loyal Customers
1060423,2021-02-20,1,7,14823.08,5,5,5,5,555,Champions
1060472,2020-12-31,52,2,1743.96,5,3,2,2,532,Potential Loyalists
1060589,2016-06-09,1718,1,5804.87,1,2,4,3,124,At Risk
1060647,2019-11-09,470,1,996.97,3,2,2,2,322,Need Attention
1061782,2020-06-18,248,1,753.0,5,2,1,2,521,Potential Loyalists
1061855,2017-09-21,1249,1,152.88,1,2,1,2,121,Lost
1062069,2019-03-02,722,2,488.92,2,3,1,2,231,About To Sleep
1062180,2021-01-07,45,3,13497.66,5,4,5,4,545,Loyal Customers
1062380,2017-10-20,1220,1,1314.0,1,2,2,2,122,Lost
1062632,2019-06-19,613,4,3683.59,2,5,3,4,253,At Risk
1062944,2019-01-11,772,3,8137.67,2,4,5,4,245,At Risk
1063458,2016-09-02,1633,1,2502.0,1,2,3,2,123,Lost
1063572,2019-05-04,659,1,1748.8899999999999,2,2,2,2,222,About To Sleep
1063700,2020-12-21,62,3,13970.28,5,4,5,4,545,Loyal Customers
1064279,2019-12-26,423,2,1304.76,4,3,2,2,432,Potential Loyalists
1064325,2020-06-03,263,3,6188.73,5,4,4,4,544,Loyal Customers
1064519,2019-01-25,758,2,149.86,2,3,1,2,231,About To Sleep
1064597,2019-03-06,718,6,14787.82,2,5,5,5,255,Can't Lose Them
1064658,2019-10-26,484,2,614.0,3,3,1,2,331,Need Attention
1064976,2020-03-06,352,1,284.4,4,2,1,2,421,Potential Loyalists
1064999,2018-12-06,808,1,1110.0900000000001,2,2,2,2,222,About To Sleep
1065004,2020-04-23,304,6,7294.9800000000005,5,5,4,4,554,Loyal Customers
1065072,2020-10-01,143,2,4893.68,5,3,4,4,534,Loyal Customers
1065496,2018-07-23,944,1,257.5,1,2,1,2,121,Lost
1065501,2020-01-04,414,3,12470.34,4,4,5,4,445,Loyal Customers
1065574,2017-02-13,1469,1,579.98,1,2,1,2,121,Lost
1065583,2019-11-11,468,2,10317.23,3,3,5,4,335,Loyal Customers
1065839,2019-05-28,635,1,3636.0,2,2,3,2,223,About To Sleep
1066452,2019-12-19,430,4,14231.98,4,5,5,5,455,Champions
1066472,2020-01-09,409,2,1098.0,4,3,2,2,432,Potential Loyalists
1066623,2019-10-26,484,2,7621.82,3,3,5,4,335,Loyal Customers
1067256,2019-06-24,608,1,5.5,2,2,1,2,221,About To Sleep
1067403,2019-09-06,534,1,25.5,3,2,1,2,321,Need Attention
1067528,2018-12-25,789,1,3872.9700000000003,2,2,3,2,223,About To Sleep
1067598,2020-01-01,417,2,8821.8,4,3,5,4,435,Loyal Customers
1067702,2020-11-20,93,7,7474.26,5,5,4,4,554,Loyal Customers
1068220,2019-01-04,779,3,4213.93,2,4,4,4,244,At Risk
1068351,2019-08-16,555,1,129.0,3,2,1,2,321,Need Attention
1068402,2016-02-25,1823,1,5316.2,1,2,4,3,124,At Risk
1068419,2017-05-17,1376,1,143.92,1,2,1,2,121,Lost
1068431,2016-08-12,1654,1,437.99,1,2,1,2,121,Lost
1068524,2019-11-05,474,1,401.89,3,2,1,2,321,Need Attention
1069041,2020-02-03,384,2,6647.64,4,3,4,4,434,Loyal Customers
1069141,2020-10-15,129,1,53.99,5,2,1,2,521,Potential Loyalists
1069316,2018-10-18,857,1,37.95,2,2,1,2,221,About To Sleep
1069338,2016-11-17,1557,1,7499.49,1,2,5,4,125,Can't Lose Them
1069496,2018-07-04,963,1,2014.3,1,2,2,2,122,Lost
1069649,2016-09-13,1622,1,336.0,1,2,1,2,121,Lost
1069911,2019-01-02,781,1,20970.949999999997,2,2,5,4,225,At Risk
1070054,2020-02-25,362,4,1442.97,4,5,2,4,452,Loyal Customers
1070372,2021-01-14,38,2,3008.7,5,3,3,3,533,Potential Loyalists
1070473,2018-11-13,831,1,2649.37,2,2,3,2,223,About To Sleep
1070493,2019-10-14,496,1,1429.9,3,2,2,2,322,Need Attention
1070928,2019-01-26,757,2,8522.94,2,3,5,4,235,At Risk
1071007,2020-03-14,344,3,1212.63,5,4,2,3,542,Potential Loyalists
1071326,2019-08-03,568,3,6153.37,3,4,4,4,344,Loyal Customers
1071414,2019-06-25,607,2,5582.84,2,3,4,4,234,At Risk
1071445,2019-05-14,649,1,1570.65,2,2,2,2,222,About To Sleep
1071530,2019-10-15,495,2,361.97,3,3,1,2,331,Need Attention
1071667,2018-02-01,1116,1,129.0,1,2,1,2,121,Lost
1072272,2019-12-25,424,3,5313.49,4,4,4,4,444,Loyal Customers
1072821,2018-10-21,854,2,6831.67,2,3,4,4,234,At Risk
1073026,2018-12-01,813,1,439.96,2,2,1,2,221,About To Sleep
1073027,2019-10-09,501,2,3728.99,3,3,3,3,333,Need Attention
1073088,2019-01-10,773,2,779.64,2,3,1,2,231,About To Sleep
1073430,2017-02-17,1465,1,2096.0,1,2,2,2,122,Lost
1073964,2018-05-19,1009,2,6589.32,1,3,4,4,134,Can't Lose Them
1074065,2018-11-02,842,5,12013.53,2,5,5,5,255,Can't Lose Them
1074430,2016-06-04,1723,1,2821.27,1,2,3,2,123,Lost
1074512,2021-01-06,46,4,7881.88,5,5,5,5,555,Champions
1074717,2019-03-02,722,3,2044.16,2,4,2,3,242,At Risk
1074728,2019-09-05,535,3,3619.12,3,4,3,4,343,Loyal Customers
1075069,2020-05-08,289,3,18350.63,5,4,5,4,545,Loyal Customers
1075190,2019-04-29,664,3,6026.780000000001,2,4,4,4,244,At Risk
1075402,2020-02-24,363,1,1592.0,4,2,2,2,422,Potential Loyalists
1075426,2020-01-09,409,2,233.98,4,3,1,2,431,Potential Loyalists
1075880,2019-05-07,656,2,9106.96,2,3,5,4,235,At Risk
1076007,2019-11-03,476,3,7862.17,3,4,5,4,345,Loyal Customers
1076090,2017-03-13,1441,1,665.0,1,2,1,2,121,Lost
1076568,2017-08-31,1270,2,16198.909999999998,1,3,5,4,135,Can't Lose Them
1076623,2016-02-20,1828,1,2825.0,1,2,3,2,123,Lost
1076661,2019-08-24,547,2,443.89,3,3,1,2,331,Need Attention
1076700,2018-12-20,794,3,8032.61,2,4,5,4,245,At Risk
1076923,2019-12-27,422,4,18496.21,4,5,5,5,455,Champions
1077719,2020-10-02,142,1,789.98,5,2,1,2,521,Potential Loyalists
1078234,2019-12-19,430,1,3317.8,4,2,3,2,423,Potential Loyalists
1078235,2020-10-10,134,3,2943.79,5,4,3,4,543,Loyal Customers
1078242,2019-12-31,418,4,3242.93,4,5,3,4,453,Loyal Customers
1078267,2019-11-06,473,1,2954.6,3,2,3,2,323,Need Attention
1078416,2019-11-01,478,3,752.78,3,4,1,2,341,Need Attention
1078673,2016-12-14,1530,1,495.91999999999996,1,2,1,2,121,Lost
1078677,2020-07-01,235,2,13711.869999999999,5,3,5,4,535,Loyal Customers
1078980,2018-05-01,1027,1,659.97,1,2,1,2,121,Lost
1079159,2020-01-09,409,6,9230.35,4,5,5,5,455,Champions
1079330,2019-12-18,431,1,128.0,4,2,1,2,421,Potential Loyalists
1079698,2018-12-04,810,2,580.91,2,3,1,2,231,About To Sleep
1080102,2019-07-18,584,1,1767.0,3,2,2,2,322,Need Attention
1080125,2018-07-25,942,1,10651.97,1,2,5,4,125,Can't Lose Them
1080163,2020-12-25,58,3,1873.42,5,4,2,3,542,Potential Loyalists
1080247,2020-12-31,52,3,234.61,5,4,1,2,541,Potential Loyalists
1081217,2020-01-25,393,3,2134.65,4,4,2,3,442,Loyal Customers
1081249,2018-12-05,809,1,539.97,2,2,1,2,221,About To Sleep
1081604,2020-12-12,71,5,7727.87,5,5,5,5,555,Champions
1081686,2018-02-10,1107,1,3335.94,1,2,3,2,123,Lost
1081923,2020-05-19,278,1,499.9,5,2,1,2,521,Potential Loyalists
1082026,2019-07-03,599,1,512.0,3,2,1,2,321,Need Attention
1082222,2019-11-15,464,1,25865.14,3,2,5,4,325,Loyal Customers
1082267,2018-07-21,946,1,445.0,1,2,1,2,121,Lost
1082396,2018-01-06,1142,1,4056.91,1,2,3,2,123,Lost
1082460,2020-05-06,291,3,2544.95,5,4,3,4,543,Loyal Customers
1083191,2016-11-14,1560,2,757.79,1,3,1,2,131,Lost
1083735,2017-12-13,1166,1,9322.95,1,2,5,4,125,Can't Lose Them
1083775,2019-11-27,452,1,1421.0,3,2,2,2,322,Need Attention
1083945,2019-12-31,418,2,937.9,4,3,2,2,432,Potential Loyalists
1084205,2020-02-20,367,8,11273.09,4,5,5,5,455,Champions
1084570,2020-08-08,197,4,2563.4700000000003,5,5,3,4,553,Loyal Customers
1085040,2018-01-04,1144,1,125.93,1,2,1,2,121,Lost
1085205,2020-04-28,299,1,547.8,5,2,1,2,521,Potential Loyalists
1085273,2020-02-29,358,1,3344.98,4,2,3,2,423,Potential Loyalists
1085466,2020-12-22,61,2,727.8,5,3,1,2,531,Potential Loyalists
1085643,2020-12-26,57,2,6610.9,5,3,4,4,534,Loyal Customers
1085687,2016-09-10,1625,1,1129.6399999999999,1,2,2,2,122,Lost
1086200,2019-09-16,524,5,12027.5,3,5,5,5,355,Loyal Customers
1086276,2020-02-17,370,4,6781.719999999999,4,5,4,4,454,Loyal Customers
1086645,2019-12-02,447,2,4918.93,3,3,4,4,334,Loyal Customers
1087194,2017-10-24,1216,1,977.0999999999999,1,2,2,2,122,Lost
1087732,2020-06-11,255,8,36664.3,5,5,5,5,555,Champions
1087790,2019-01-24,759,3,1927.07,2,4,2,3,242,At Risk
1087841,2020-12-23,60,5,12681.710000000001,5,5,5,5,555,Champions
1088108,2019-01-08,775,2,1391.53,2,3,2,2,232,About To Sleep
1088133,2020-01-09,409,1,231.29,4,2,1,2,421,Potential Loyalists
1088403,2020-05-07,290,3,5738.95,5,4,4,4,544,Loyal Customers
1088511,2019-06-14,618,1,3195.0,2,2,3,2,223,About To Sleep
1089176,2018-12-15,799,2,3256.0,2,3,3,3,233,At Risk
1089328,2020-11-24,89,1,179.99,5,2,1,2,521,Potential Loyalists
1089369,2017-12-04,1175,1,559.9,1,2,1,2,121,Lost
1089406,2019-12-26,423,1,1389.0,4,2,2,2,422,Potential Loyalists
1089414,2019-02-13,739,3,5022.95,2,4,4,4,244,At Risk
1089537,2018-08-09,927,1,8457.93,1,2,5,4,125,Can't Lose Them
1089571,2021-02-06,15,6,6692.8099999999995,5,5,4,4,554,Loyal Customers
1089890,2020-08-28,177,4,5188.38,5,5,4,4,554,Loyal Customers
1090259,2020-02-21,366,7,6731.68,4,5,4,4,454,Loyal Customers
1090406,2017-07-05,1327,1,2271.96,1,2,3,2,123,Lost
1090531,2019-10-12,498,1,1806.98,3,2,2,2,322,Need Attention
1090656,2017-11-03,1206,1,131.96,1,2,1,2,121,Lost
1090696,2019-10-18,492,3,11185.05,3,4,5,4,345,Loyal Customers
1090726,2020-10-01,143,8,17474.28,5,5,5,5,555,Champions
1090739,2018-03-10,1079,2,1600.2399999999998,1,3,2,2,132,Lost
1091419,2021-02-13,8,3,22818.030000000002,5,4,5,4,545,Loyal Customers
1091801,2018-11-08,836,4,15250.960000000001,2,5,5,5,255,Can't Lose Them
1091961,2019-05-02,661,2,2800.0,2,3,3,3,233,At Risk
1092098,2019-06-26,606,1,366.0,3,2,1,2,321,Need Attention
1092329,2016-08-13,1653,1,3129.0,1,2,3,2,123,Lost
1092416,2019-06-05,627,2,3870.02,2,3,3,3,233,At Risk
1092434,2020-06-05,261,3,1011.42,5,4,2,3,542,Potential Loyalists
1092661,2017-01-09,1504,1,253.21,1,2,1,2,121,Lost
1093130,2019-05-21,642,1,3913.0,2,2,3,2,223,About To Sleep
1093518,2018-08-23,913,1,2345.8,1,2,3,2,123,Lost
1093679,2017-08-05,1296,2,1382.97,1,3,2,2,132,Lost
1093788,2019-12-11,438,5,8963.53,3,5,5,5,355,Loyal Customers
1093798,2019-12-28,421,3,6672.89,4,4,4,4,444,Loyal Customers
1094026,2018-09-30,875,1,577.96,2,2,1,2,221,About To Sleep
1094276,2020-06-22,244,5,16860.56,5,5,5,5,555,Champions
1094291,2017-04-27,1396,3,996.0,1,4,2,3,142,At Risk
